"","X.2","X.1","X","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","name","minute"
"614",614,614,614,"Golden State Warriors","2/2/17",2016,1,1,25,"shot_no","Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",-230,-16,"Stephen Curry",11
"615",615,615,615,"Golden State Warriors","2/2/17",2016,2,4,34,"shot_no","Jump Shot","2PT Field Goal",21,"Los Angeles Clippers",84,198,"Stephen Curry",20
"616",616,616,616,"Golden State Warriors","2/2/17",2016,4,3,8,"shot_no","Jump Shot","2PT Field Goal",19,"Los Angeles Clippers",-191,7,"Stephen Curry",45
"617",617,617,617,"Golden State Warriors","2/2/17",2016,3,7,43,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",133,223,"Stephen Curry",29
"618",618,618,618,"Golden State Warriors","2/2/17",2016,1,5,40,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",-147,208,"Stephen Curry",7
"619",619,619,619,"Golden State Warriors","2/2/17",2016,4,3,27,"shot_no","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-202,164,"Stephen Curry",45
"620",620,620,620,"Golden State Warriors","2/2/17",2016,1,0,3,"shot_no","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-60,262,"Stephen Curry",12
"621",621,621,621,"Golden State Warriors","12/25/16",2016,4,5,31,"shot_no","Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",195,159,"Stephen Curry",43
"622",622,622,622,"Golden State Warriors","12/7/16",2016,3,2,43,"shot_no","Jump Shot","3PT Field Goal",27,"Los Angeles Clippers",-160,223,"Stephen Curry",34
"623",623,623,623,"Golden State Warriors","2/2/17",2016,3,2,18,"shot_no","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-38,267,"Stephen Curry",34
"624",624,624,624,"Golden State Warriors","3/28/17",2016,2,3,56,"shot_no","Jump Shot","3PT Field Goal",24,"Houston Rockets",86,234,"Stephen Curry",21
"625",625,625,625,"Golden State Warriors","3/28/17",2016,2,4,34,"shot_yes","Jump Shot","2PT Field Goal",21,"Houston Rockets",-161,144,"Stephen Curry",20
"626",626,626,626,"Golden State Warriors","3/28/17",2016,4,10,18,"shot_yes","Jump Shot","2PT Field Goal",13,"Houston Rockets",135,3,"Stephen Curry",38
"627",627,627,627,"Golden State Warriors","3/28/17",2016,4,1,46,"shot_yes","Jump Shot","3PT Field Goal",25,"Houston Rockets",9,259,"Stephen Curry",47
"628",628,628,628,"Golden State Warriors","3/6/17",2016,4,4,10,"shot_yes","Jump Shot","3PT Field Goal",23,"Atlanta Hawks",-233,0,"Stephen Curry",44
"629",629,629,629,"Golden State Warriors","3/5/17",2016,3,7,18,"shot_no","Jump Shot","3PT Field Goal",24,"New York Knicks",146,198,"Stephen Curry",29
"630",630,630,630,"Golden State Warriors","12/7/16",2016,1,2,28,"shot_no","Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",-230,3,"Stephen Curry",10
"631",631,631,631,"Golden State Warriors","3/5/17",2016,3,0,3,"shot_yes","Jump Shot","3PT Field Goal",25,"New York Knicks",-137,213,"Stephen Curry",36
"632",632,632,632,"Golden State Warriors","3/5/17",2016,2,1,4,"shot_yes","Jump Shot","3PT Field Goal",24,"New York Knicks",145,203,"Stephen Curry",23
"633",633,633,633,"Golden State Warriors","3/5/17",2016,1,7,12,"shot_no","Jump Shot","3PT Field Goal",24,"New York Knicks",-174,174,"Stephen Curry",5
"634",634,634,634,"Golden State Warriors","11/21/16",2016,1,7,19,"shot_no","Jump Shot","3PT Field Goal",23,"Indiana Pacers",-237,2,"Stephen Curry",5
"635",635,635,635,"Golden State Warriors","3/5/17",2016,1,10,54,"shot_no","Jump Shot","3PT Field Goal",25,"New York Knicks",186,178,"Stephen Curry",2
"636",636,636,636,"Golden State Warriors","3/28/17",2016,4,8,28,"shot_no","Jump Shot","3PT Field Goal",24,"Houston Rockets",110,219,"Stephen Curry",40
"637",637,637,637,"Golden State Warriors","3/28/17",2016,2,2,31,"shot_no","Jump Shot","3PT Field Goal",25,"Houston Rockets",133,213,"Stephen Curry",22
"638",638,638,638,"Golden State Warriors","3/28/17",2016,2,2,54,"shot_no","Jump Shot","3PT Field Goal",24,"Houston Rockets",-60,242,"Stephen Curry",22
"639",639,639,639,"Golden State Warriors","11/25/16",2016,3,3,20,"shot_no","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",205,129,"Stephen Curry",33
"640",640,640,640,"Golden State Warriors","1/8/17",2016,1,3,30,"shot_yes","Jump Shot","2PT Field Goal",16,"Sacramento Kings",168,-1,"Stephen Curry",9
"641",641,641,641,"Golden State Warriors","12/7/16",2016,1,8,28,"shot_no","Jump Shot","3PT Field Goal",32,"Los Angeles Clippers",-47,321,"Stephen Curry",4
"642",642,642,642,"Golden State Warriors","12/7/16",2016,4,2,56,"shot_no","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-94,247,"Stephen Curry",46
"643",643,643,643,"Golden State Warriors","12/7/16",2016,3,8,56,"shot_no","Jump Shot","3PT Field Goal",24,"Los Angeles Clippers",240,3,"Stephen Curry",28
"644",644,644,644,"Golden State Warriors","12/7/16",2016,3,0,38,"shot_no","Jump Shot","2PT Field Goal",11,"Los Angeles Clippers",-1,116,"Stephen Curry",36
"645",645,645,645,"Golden State Warriors","12/25/16",2016,1,2,7,"shot_no","Jump Shot","3PT Field Goal",26,"Cleveland Cavaliers",-238,115,"Stephen Curry",10
"646",646,646,646,"Golden State Warriors","2/8/17",2016,2,3,21,"shot_no","Jump Shot","2PT Field Goal",15,"Chicago Bulls",0,154,"Stephen Curry",21
"647",647,647,647,"Golden State Warriors","11/25/16",2016,4,6,58,"shot_yes","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",5,246,"Stephen Curry",42
"648",648,648,648,"Golden State Warriors","11/25/16",2016,2,1,46,"shot_no","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",158,187,"Stephen Curry",23
"649",649,649,649,"Golden State Warriors","11/25/16",2016,1,5,36,"shot_yes","Jump Shot","3PT Field Goal",23,"Los Angeles Lakers",-237,1,"Stephen Curry",7
"650",650,650,650,"Golden State Warriors","11/25/16",2016,2,5,57,"shot_no","Jump Shot","2PT Field Goal",21,"Los Angeles Lakers",147,153,"Stephen Curry",19
"651",651,651,651,"Golden State Warriors","11/25/16",2016,1,11,43,"shot_no","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",150,192,"Stephen Curry",1
"652",652,652,652,"Golden State Warriors","11/25/16",2016,3,1,59,"shot_yes","Jump Shot","3PT Field Goal",27,"Los Angeles Lakers",122,241,"Stephen Curry",35
"653",653,653,653,"Golden State Warriors","11/25/16",2016,1,2,48,"shot_yes","Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-131,214,"Stephen Curry",10
"654",654,654,654,"Golden State Warriors","11/25/16",2016,1,1,33,"shot_no","Jump Shot","3PT Field Goal",31,"Los Angeles Lakers",-95,305,"Stephen Curry",11
"655",655,655,655,"Golden State Warriors","12/25/16",2016,3,9,36,"shot_yes","Jump Shot","2PT Field Goal",5,"Cleveland Cavaliers",19,51,"Stephen Curry",27
"656",656,656,656,"Golden State Warriors","12/25/16",2016,2,0,0,"shot_no","Jump Shot","3PT Field Goal",26,"Cleveland Cavaliers",-233,120,"Stephen Curry",24
"657",657,657,657,"Golden State Warriors","12/25/16",2016,2,4,15,"shot_yes","Jump Shot","3PT Field Goal",24,"Cleveland Cavaliers",-240,2,"Stephen Curry",20
"658",658,658,658,"Golden State Warriors","12/25/16",2016,3,8,43,"shot_no","Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",138,213,"Stephen Curry",28
"659",659,659,659,"Golden State Warriors","12/8/16",2016,3,0,25,"shot_no","Jump Shot","3PT Field Goal",23,"Utah Jazz",232,13,"Stephen Curry",36
"660",660,660,660,"Golden State Warriors","12/8/16",2016,1,1,54,"shot_no","Jump Shot","3PT Field Goal",24,"Utah Jazz",220,115,"Stephen Curry",11
"661",661,661,661,"Golden State Warriors","12/8/16",2016,1,2,39,"shot_no","Jump Shot","3PT Field Goal",23,"Utah Jazz",-73,228,"Stephen Curry",10
"662",662,662,662,"Golden State Warriors","12/8/16",2016,1,9,25,"shot_yes","Jump Shot","3PT Field Goal",25,"Utah Jazz",115,223,"Stephen Curry",3
"663",663,663,663,"Golden State Warriors","1/8/17",2016,4,4,1,"shot_no","Jump Shot","3PT Field Goal",24,"Sacramento Kings",-168,178,"Stephen Curry",44
"664",664,664,664,"Golden State Warriors","1/8/17",2016,2,7,6,"shot_no","Jump Shot","3PT Field Goal",24,"Sacramento Kings",48,237,"Stephen Curry",17
"665",665,665,665,"Golden State Warriors","1/8/17",2016,3,3,52,"shot_yes","Jump Shot","3PT Field Goal",26,"Sacramento Kings",137,223,"Stephen Curry",33
"666",666,666,666,"Golden State Warriors","1/8/17",2016,4,7,15,"shot_no","Jump Shot","2PT Field Goal",17,"Sacramento Kings",-78,156,"Stephen Curry",41
"667",667,667,667,"Golden State Warriors","1/8/17",2016,3,2,31,"shot_no","Jump Shot","3PT Field Goal",22,"Sacramento Kings",-227,18,"Stephen Curry",34
"668",668,668,668,"Golden State Warriors","1/8/17",2016,4,4,23,"shot_yes","Jump Shot","2PT Field Goal",22,"Sacramento Kings",16,222,"Stephen Curry",44
"669",669,669,669,"Golden State Warriors","1/8/17",2016,4,1,52,"shot_yes","Jump Shot","3PT Field Goal",22,"Sacramento Kings",-225,11,"Stephen Curry",47
"670",670,670,670,"Golden State Warriors","1/8/17",2016,4,1,37,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",2,257,"Stephen Curry",47
"671",671,671,671,"Golden State Warriors","1/8/17",2016,1,8,38,"shot_yes","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-140,219,"Stephen Curry",4
"672",672,672,672,"Golden State Warriors","1/8/17",2016,1,7,47,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",204,156,"Stephen Curry",5
"673",673,673,673,"Golden State Warriors","1/8/17",2016,1,6,38,"shot_yes","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-205,144,"Stephen Curry",6
"674",674,674,674,"Golden State Warriors","1/8/17",2016,1,1,2,"shot_no","Jump Shot","3PT Field Goal",23,"Sacramento Kings",235,7,"Stephen Curry",11
"675",675,675,675,"Golden State Warriors","1/8/17",2016,1,0,2,"shot_no","Jump Shot","2PT Field Goal",18,"Sacramento Kings",176,38,"Stephen Curry",12
"676",676,676,676,"Golden State Warriors","2/27/17",2016,3,0,52,"shot_no","Jump Shot","3PT Field Goal",23,"Philadelphia 76ers",-232,-21,"Stephen Curry",36
"677",677,677,677,"Golden State Warriors","2/27/17",2016,4,5,19,"shot_no","Jump Shot","3PT Field Goal",26,"Philadelphia 76ers",-138,228,"Stephen Curry",43
"678",678,678,678,"Golden State Warriors","2/27/17",2016,2,2,30,"shot_no","Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",-135,219,"Stephen Curry",22
"679",679,679,679,"Golden State Warriors","12/8/16",2016,3,2,59,"shot_no","Jump Shot","3PT Field Goal",23,"Utah Jazz",-232,3,"Stephen Curry",34
"680",680,680,680,"Golden State Warriors","12/8/16",2016,3,5,28,"shot_no","Jump Shot","2PT Field Goal",20,"Utah Jazz",-91,185,"Stephen Curry",31
"681",681,681,681,"Golden State Warriors","12/8/16",2016,2,0,1,"shot_no","Jump Shot","3PT Field Goal",28,"Utah Jazz",194,208,"Stephen Curry",24
"682",682,682,682,"Golden State Warriors","12/8/16",2016,1,8,27,"shot_yes","Jump Shot","3PT Field Goal",23,"Utah Jazz",232,21,"Stephen Curry",4
"683",683,683,683,"Golden State Warriors","12/8/16",2016,1,6,29,"shot_yes","Jump Shot","2PT Field Goal",23,"Utah Jazz",-217,90,"Stephen Curry",6
"684",684,684,684,"Golden State Warriors","12/20/16",2016,3,10,45,"shot_no","Jump Shot","3PT Field Goal",25,"Utah Jazz",73,247,"Stephen Curry",26
"685",685,685,685,"Golden State Warriors","1/20/17",2016,1,11,25,"shot_no","Jump Shot","3PT Field Goal",26,"Houston Rockets",10,264,"Stephen Curry",1
"686",686,686,686,"Golden State Warriors","2/8/17",2016,1,9,29,"shot_yes","Jump Shot","3PT Field Goal",23,"Chicago Bulls",-232,7,"Stephen Curry",3
"687",687,687,687,"Golden State Warriors","2/8/17",2016,1,3,12,"shot_no","Jump Shot","3PT Field Goal",29,"Chicago Bulls",43,296,"Stephen Curry",9
"688",688,688,688,"Golden State Warriors","2/8/17",2016,1,8,21,"shot_no","Jump Shot","3PT Field Goal",25,"Chicago Bulls",-110,232,"Stephen Curry",4
"689",689,689,689,"Golden State Warriors","2/8/17",2016,3,9,36,"shot_no","Jump Shot","3PT Field Goal",25,"Chicago Bulls",-9,252,"Stephen Curry",27
"690",690,690,690,"Golden State Warriors","2/8/17",2016,1,6,57,"shot_no","Jump Shot","2PT Field Goal",7,"Chicago Bulls",-69,19,"Stephen Curry",6
"691",691,691,691,"Golden State Warriors","1/20/17",2016,1,1,58,"shot_no","Jump Shot","3PT Field Goal",25,"Houston Rockets",-187,178,"Stephen Curry",11
"692",692,692,692,"Golden State Warriors","3/6/17",2016,3,9,39,"shot_yes","Jump Shot","3PT Field Goal",25,"Atlanta Hawks",-219,134,"Stephen Curry",27
"693",693,693,693,"Golden State Warriors","1/2/17",2016,3,2,10,"shot_no","Jump Shot","3PT Field Goal",29,"Denver Nuggets",27,298,"Stephen Curry",34
"694",694,694,694,"Golden State Warriors","1/2/17",2016,3,8,35,"shot_no","Jump Shot","2PT Field Goal",19,"Denver Nuggets",140,134,"Stephen Curry",28
"695",695,695,695,"Golden State Warriors","11/3/16",2016,1,6,3,"shot_no","Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",-227,126,"Stephen Curry",6
"696",696,696,696,"Golden State Warriors","11/3/16",2016,3,2,27,"shot_no","Jump Shot","3PT Field Goal",31,"Oklahoma City Thunder",-7,313,"Stephen Curry",34
"697",697,697,697,"Golden State Warriors","11/3/16",2016,2,6,48,"shot_no","Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",82,244,"Stephen Curry",18
"698",698,698,698,"Golden State Warriors","11/3/16",2016,1,8,34,"shot_no","Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",151,200,"Stephen Curry",4
"699",699,699,699,"Golden State Warriors","11/3/16",2016,1,4,16,"shot_no","Jump Shot","2PT Field Goal",3,"Oklahoma City Thunder",17,26,"Stephen Curry",8
"700",700,700,700,"Golden State Warriors","12/20/16",2016,3,0,3,"shot_no","Jump Shot","3PT Field Goal",26,"Utah Jazz",99,242,"Stephen Curry",36
"701",701,701,701,"Golden State Warriors","12/20/16",2016,1,8,13,"shot_no","Jump Shot","2PT Field Goal",19,"Utah Jazz",127,149,"Stephen Curry",4
"702",702,702,702,"Golden State Warriors","12/20/16",2016,1,7,45,"shot_no","Jump Shot","3PT Field Goal",23,"Utah Jazz",230,2,"Stephen Curry",5
"703",703,703,703,"Golden State Warriors","12/20/16",2016,1,2,51,"shot_no","Jump Shot","3PT Field Goal",26,"Utah Jazz",-127,232,"Stephen Curry",10
"704",704,704,704,"Golden State Warriors","12/20/16",2016,1,0,38,"shot_no","Jump Shot","2PT Field Goal",18,"Utah Jazz",-63,178,"Stephen Curry",12
"705",705,705,705,"Golden State Warriors","12/20/16",2016,3,7,30,"shot_no","Jump Shot","3PT Field Goal",24,"Utah Jazz",-199,144,"Stephen Curry",29
"706",706,706,706,"Golden State Warriors","1/2/17",2016,2,3,6,"shot_no","Jump Shot","3PT Field Goal",27,"Denver Nuggets",-53,273,"Stephen Curry",21
"707",707,707,707,"Golden State Warriors","1/20/17",2016,3,5,58,"shot_yes","Jump Shot","3PT Field Goal",24,"Houston Rockets",132,203,"Stephen Curry",31
"708",708,708,708,"Golden State Warriors","11/16/16",2016,2,4,39,"shot_yes","Jump Shot","3PT Field Goal",24,"Toronto Raptors",192,156,"Stephen Curry",20
"709",709,709,709,"Golden State Warriors","11/16/16",2016,3,1,4,"shot_yes","Jump Shot","3PT Field Goal",26,"Toronto Raptors",168,205,"Stephen Curry",35
"710",710,710,710,"Golden State Warriors","11/16/16",2016,1,10,29,"shot_no","Jump Shot","3PT Field Goal",25,"Toronto Raptors",207,151,"Stephen Curry",2
"711",711,711,711,"Golden State Warriors","11/16/16",2016,3,0,34,"shot_yes","Jump Shot","3PT Field Goal",25,"Toronto Raptors",143,208,"Stephen Curry",36
"712",712,712,712,"Golden State Warriors","11/16/16",2016,3,3,12,"shot_no","Jump Shot","3PT Field Goal",26,"Toronto Raptors",-147,219,"Stephen Curry",33
"713",713,713,713,"Golden State Warriors","11/16/16",2016,4,5,49,"shot_no","Jump Shot","2PT Field Goal",17,"Toronto Raptors",155,82,"Stephen Curry",43
"714",714,714,714,"Golden State Warriors","11/16/16",2016,2,1,45,"shot_no","Jump Shot","3PT Field Goal",25,"Toronto Raptors",150,203,"Stephen Curry",23
"715",715,715,715,"Golden State Warriors","11/21/16",2016,2,0,10,"shot_yes","Jump Shot","3PT Field Goal",25,"Indiana Pacers",215,139,"Stephen Curry",24
"716",716,716,716,"Golden State Warriors","11/21/16",2016,1,11,11,"shot_no","Jump Shot","2PT Field Goal",19,"Indiana Pacers",-4,198,"Stephen Curry",1
"717",717,717,717,"Golden State Warriors","11/21/16",2016,3,5,55,"shot_yes","Jump Shot","2PT Field Goal",21,"Indiana Pacers",-99,190,"Stephen Curry",31
"718",718,718,718,"Golden State Warriors","11/21/16",2016,3,3,2,"shot_no","Jump Shot","3PT Field Goal",26,"Indiana Pacers",-6,262,"Stephen Curry",33
"719",719,719,719,"Golden State Warriors","11/21/16",2016,2,5,32,"shot_no","Jump Shot","3PT Field Goal",24,"Indiana Pacers",209,134,"Stephen Curry",19
"720",720,720,720,"Golden State Warriors","1/2/17",2016,3,5,25,"shot_no","Jump Shot","3PT Field Goal",26,"Denver Nuggets",-9,264,"Stephen Curry",31
"721",721,721,721,"Golden State Warriors","1/20/17",2016,4,3,20,"shot_yes","Jump Shot","3PT Field Goal",23,"Houston Rockets",-233,36,"Stephen Curry",45
"722",722,722,722,"Golden State Warriors","1/20/17",2016,3,0,1,"shot_no","Jump Shot","3PT Field Goal",24,"Houston Rockets",204,141,"Stephen Curry",36
"723",723,723,723,"Golden State Warriors","1/20/17",2016,3,9,22,"shot_no","Jump Shot","3PT Field Goal",26,"Houston Rockets",-176,203,"Stephen Curry",27
"724",724,724,724,"Golden State Warriors","1/20/17",2016,3,6,14,"shot_yes","Jump Shot","3PT Field Goal",28,"Houston Rockets",14,283,"Stephen Curry",30
"725",725,725,725,"Golden State Warriors","1/20/17",2016,3,1,25,"shot_no","Jump Shot","3PT Field Goal",27,"Houston Rockets",7,273,"Stephen Curry",35
"726",726,726,726,"Golden State Warriors","2/28/17",2016,3,9,9,"shot_yes","Jump Shot","2PT Field Goal",19,"Washington Wizards",-163,101,"Stephen Curry",27
"727",727,727,727,"Golden State Warriors","1/2/17",2016,4,0,29,"shot_no","Jump Shot","3PT Field Goal",24,"Denver Nuggets",236,56,"Stephen Curry",48
"728",728,728,728,"Golden State Warriors","1/2/17",2016,1,6,14,"shot_yes","Jump Shot","3PT Field Goal",25,"Denver Nuggets",-166,193,"Stephen Curry",6
"729",729,729,729,"Golden State Warriors","3/16/17",2016,2,8,19,"shot_no","Jump Shot","3PT Field Goal",26,"Orlando Magic",-173,203,"Stephen Curry",16
"730",730,730,730,"Golden State Warriors","1/28/17",2016,1,1,5,"shot_yes","Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",-237,13,"Stephen Curry",11
"731",731,731,731,"Golden State Warriors","1/28/17",2016,3,1,28,"shot_yes","Jump Shot","3PT Field Goal",29,"Los Angeles Clippers",143,257,"Stephen Curry",35
"732",732,732,732,"Golden State Warriors","1/28/17",2016,3,1,5,"shot_no","Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",230,38,"Stephen Curry",35
"733",733,733,733,"Golden State Warriors","1/28/17",2016,1,1,34,"shot_no","Jump Shot","2PT Field Goal",19,"Los Angeles Clippers",112,164,"Stephen Curry",11
"734",734,734,734,"Golden State Warriors","1/28/17",2016,3,2,45,"shot_yes","Jump Shot","3PT Field Goal",27,"Los Angeles Clippers",-168,223,"Stephen Curry",34
"735",735,735,735,"Golden State Warriors","1/28/17",2016,2,2,38,"shot_yes","Jump Shot","3PT Field Goal",27,"Los Angeles Clippers",-212,174,"Stephen Curry",22
"736",736,736,736,"Golden State Warriors","1/28/17",2016,1,2,10,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",-37,252,"Stephen Curry",10
"737",737,737,737,"Golden State Warriors","1/28/17",2016,3,0,0,"shot_no","Jump Shot","3PT Field Goal",57,"Los Angeles Clippers",33,570,"Stephen Curry",36
"738",738,738,738,"Golden State Warriors","1/28/17",2016,2,0,1,"shot_yes","Jump Shot","3PT Field Goal",51,"Los Angeles Clippers",-102,503,"Stephen Curry",24
"739",739,739,739,"Golden State Warriors","1/28/17",2016,1,5,34,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",117,224,"Stephen Curry",7
"740",740,740,740,"Golden State Warriors","1/28/17",2016,3,5,41,"shot_yes","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",32,257,"Stephen Curry",31
"741",741,741,741,"Golden State Warriors","1/28/17",2016,3,6,58,"shot_no","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-66,259,"Stephen Curry",30
"742",742,742,742,"Golden State Warriors","1/28/17",2016,3,11,20,"shot_yes","Jump Shot","2PT Field Goal",14,"Los Angeles Clippers",-19,141,"Stephen Curry",25
"743",743,743,743,"Golden State Warriors","1/28/17",2016,3,3,7,"shot_yes","Jump Shot","3PT Field Goal",30,"Los Angeles Clippers",168,252,"Stephen Curry",33
"744",744,744,744,"Golden State Warriors","1/28/17",2016,1,0,5,"shot_no","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",127,232,"Stephen Curry",12
"745",745,745,745,"Golden State Warriors","1/28/17",2016,3,0,24,"shot_yes","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",168,193,"Stephen Curry",36
"746",746,746,746,"Golden State Warriors","2/27/17",2016,3,9,1,"shot_no","Jump Shot","3PT Field Goal",26,"Philadelphia 76ers",166,210,"Stephen Curry",27
"747",747,747,747,"Golden State Warriors","2/27/17",2016,2,3,18,"shot_no","Jump Shot","2PT Field Goal",13,"Philadelphia 76ers",114,72,"Stephen Curry",21
"748",748,748,748,"Golden State Warriors","2/27/17",2016,1,2,52,"shot_no","Jump Shot","3PT Field Goal",27,"Philadelphia 76ers",-210,174,"Stephen Curry",10
"749",749,749,749,"Golden State Warriors","2/27/17",2016,1,2,8,"shot_no","Jump Shot","3PT Field Goal",23,"Philadelphia 76ers",236,-15,"Stephen Curry",10
"750",750,750,750,"Golden State Warriors","2/27/17",2016,2,5,51,"shot_no","Jump Shot","3PT Field Goal",26,"Philadelphia 76ers",30,264,"Stephen Curry",19
"751",751,751,751,"Golden State Warriors","2/27/17",2016,1,1,14,"shot_no","Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",-192,169,"Stephen Curry",11
"752",752,752,752,"Golden State Warriors","2/27/17",2016,3,1,51,"shot_no","Jump Shot","2PT Field Goal",22,"Philadelphia 76ers",169,151,"Stephen Curry",35
"753",753,753,753,"Golden State Warriors","2/27/17",2016,1,4,30,"shot_no","Jump Shot","3PT Field Goal",26,"Philadelphia 76ers",-135,229,"Stephen Curry",8
"754",754,754,754,"Golden State Warriors","2/27/17",2016,3,2,50,"shot_no","Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",151,195,"Stephen Curry",34
"755",755,755,755,"Golden State Warriors","3/16/17",2016,3,0,1,"shot_no","Jump Shot","3PT Field Goal",63,"Orlando Magic",0,639,"Stephen Curry",36
"756",756,756,756,"Golden State Warriors","3/16/17",2016,2,9,37,"shot_no","Jump Shot","3PT Field Goal",25,"Orlando Magic",-220,129,"Stephen Curry",15
"757",757,757,757,"Golden State Warriors","3/16/17",2016,2,1,55,"shot_no","Jump Shot","3PT Field Goal",26,"Orlando Magic",97,244,"Stephen Curry",23
"758",758,758,758,"Golden State Warriors","3/16/17",2016,3,11,3,"shot_no","Jump Shot","2PT Field Goal",21,"Orlando Magic",110,188,"Stephen Curry",25
"759",759,759,759,"Golden State Warriors","11/4/16",2016,1,9,0,"shot_no","Jump Shot","3PT Field Goal",23,"Los Angeles Lakers",-227,60,"Stephen Curry",3
"760",760,760,760,"Golden State Warriors","11/4/16",2016,4,7,16,"shot_no","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",37,238,"Stephen Curry",41
"761",761,761,761,"Golden State Warriors","2/28/17",2016,3,1,3,"shot_yes","Jump Shot","3PT Field Goal",26,"Washington Wizards",-176,198,"Stephen Curry",35
"762",762,762,762,"Golden State Warriors","2/28/17",2016,3,4,30,"shot_no","Jump Shot","3PT Field Goal",22,"Washington Wizards",-225,18,"Stephen Curry",32
"763",763,763,763,"Golden State Warriors","2/10/17",2016,4,4,56,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",61,247,"Stephen Curry",44
"764",764,764,764,"Golden State Warriors","2/28/17",2016,3,7,8,"shot_no","Jump Shot","3PT Field Goal",29,"Washington Wizards",122,269,"Stephen Curry",29
"765",765,765,765,"Golden State Warriors","2/28/17",2016,1,7,29,"shot_no","Jump Shot","3PT Field Goal",25,"Washington Wizards",223,124,"Stephen Curry",5
"766",766,766,766,"Golden State Warriors","2/28/17",2016,1,10,22,"shot_no","Jump Shot","2PT Field Goal",21,"Washington Wizards",173,129,"Stephen Curry",2
"767",767,767,767,"Golden State Warriors","2/28/17",2016,4,0,6,"shot_no","Jump Shot","3PT Field Goal",31,"Washington Wizards",10,313,"Stephen Curry",48
"768",768,768,768,"Golden State Warriors","2/28/17",2016,2,2,7,"shot_no","Jump Shot","3PT Field Goal",28,"Washington Wizards",207,193,"Stephen Curry",22
"769",769,769,769,"Golden State Warriors","2/28/17",2016,3,0,2,"shot_no","Jump Shot","3PT Field Goal",28,"Washington Wizards",-155,239,"Stephen Curry",36
"770",770,770,770,"Golden State Warriors","2/28/17",2016,2,3,36,"shot_no","Jump Shot","3PT Field Goal",27,"Washington Wizards",232,139,"Stephen Curry",21
"771",771,771,771,"Golden State Warriors","2/28/17",2016,2,5,5,"shot_no","Jump Shot","2PT Field Goal",12,"Washington Wizards",58,115,"Stephen Curry",19
"772",772,772,772,"Golden State Warriors","2/28/17",2016,3,11,18,"shot_yes","Jump Shot","3PT Field Goal",25,"Washington Wizards",-215,134,"Stephen Curry",25
"773",773,773,773,"Golden State Warriors","3/29/17",2016,3,0,1,"shot_no","Jump Shot","3PT Field Goal",38,"San Antonio Spurs",30,385,"Stephen Curry",36
"774",774,774,774,"Golden State Warriors","3/6/17",2016,3,0,45,"shot_yes","Jump Shot","3PT Field Goal",25,"Atlanta Hawks",217,141,"Stephen Curry",36
"775",775,775,775,"Golden State Warriors","3/6/17",2016,3,3,28,"shot_no","Jump Shot","3PT Field Goal",23,"Atlanta Hawks",-233,18,"Stephen Curry",33
"776",776,776,776,"Golden State Warriors","3/6/17",2016,1,11,45,"shot_no","Jump Shot","3PT Field Goal",23,"Atlanta Hawks",232,31,"Stephen Curry",1
"777",777,777,777,"Golden State Warriors","3/29/17",2016,3,9,21,"shot_yes","Jump Shot","3PT Field Goal",26,"San Antonio Spurs",173,203,"Stephen Curry",27
"778",778,778,778,"Golden State Warriors","3/29/17",2016,3,3,16,"shot_no","Jump Shot","3PT Field Goal",28,"San Antonio Spurs",-34,282,"Stephen Curry",33
