"","X.1","X","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","name","minute"
"616","616","616","Golden State Warriors","2/27/17","2016",1,11,40,"shot_no","Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",-248,31,"Klay Thompson",1
"617","617","617","Golden State Warriors","2/27/17","2016",4,9,58,"shot_no","Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",245,2,"Klay Thompson",39
"618","618","618","Golden State Warriors","2/27/17","2016",2,0,45,"shot_no","Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",240,33,"Klay Thompson",24
"619","619","619","Golden State Warriors","2/27/17","2016",1,4,46,"shot_no","Jump Shot","2PT Field Goal",20,"Philadelphia 76ers",204,-19,"Klay Thompson",8
"620","620","620","Golden State Warriors","2/28/17","2016",4,0,1,"shot_no","Jump Shot","3PT Field Goal",25,"Washington Wizards",-210,146,"Klay Thompson",48
"621","621","621","Golden State Warriors","3/16/17","2016",4,10,54,"shot_no","Jump Shot","2PT Field Goal",10,"Orlando Magic",42,95,"Klay Thompson",38
"622","622","622","Golden State Warriors","3/16/17","2016",2,2,37,"shot_no","Jump Shot","3PT Field Goal",28,"Orlando Magic",89,272,"Klay Thompson",22
"623","623","623","Golden State Warriors","3/16/17","2016",1,3,24,"shot_yes","Jump Shot","3PT Field Goal",26,"Orlando Magic",132,228,"Klay Thompson",9
"624","624","624","Golden State Warriors","3/16/17","2016",3,10,5,"shot_yes","Jump Shot","2PT Field Goal",12,"Orlando Magic",-60,110,"Klay Thompson",26
"625","625","625","Golden State Warriors","3/16/17","2016",3,9,14,"shot_no","Jump Shot","3PT Field Goal",23,"Orlando Magic",-233,7,"Klay Thompson",27
"626","626","626","Golden State Warriors","3/16/17","2016",1,11,22,"shot_yes","Jump Shot","3PT Field Goal",24,"Orlando Magic",125,208,"Klay Thompson",1
"627","627","627","Golden State Warriors","3/16/17","2016",2,4,12,"shot_yes","Jump Shot","2PT Field Goal",21,"Orlando Magic",89,193,"Klay Thompson",20
"628","628","628","Golden State Warriors","3/16/17","2016",1,8,53,"shot_yes","Jump Shot","2PT Field Goal",9,"Orlando Magic",12,95,"Klay Thompson",4
"629","629","629","Golden State Warriors","3/16/17","2016",1,2,42,"shot_no","Jump Shot","3PT Field Goal",25,"Orlando Magic",-1,252,"Klay Thompson",10
"630","630","630","Golden State Warriors","3/16/17","2016",2,6,19,"shot_yes","Jump Shot","2PT Field Goal",12,"Orlando Magic",-7,121,"Klay Thompson",18
"631","631","631","Golden State Warriors","3/16/17","2016",2,2,16,"shot_no","Jump Shot","2PT Field Goal",5,"Orlando Magic",22,51,"Klay Thompson",22
"632","632","632","Golden State Warriors","2/28/17","2016",4,7,39,"shot_no","Jump Shot","2PT Field Goal",14,"Washington Wizards",-32,144,"Klay Thompson",41
"633","633","633","Golden State Warriors","11/4/16","2016",4,9,24,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-176,183,"Klay Thompson",39
"634","634","634","Golden State Warriors","2/10/17","2016",3,5,46,"shot_yes","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",220,129,"Klay Thompson",31
"635","635","635","Golden State Warriors","2/10/17","2016",4,11,43,"shot_yes","Jump Shot","2PT Field Goal",20,"Memphis Grizzlies",-2,203,"Klay Thompson",37
"636","636","636","Golden State Warriors","2/28/17","2016",1,7,9,"shot_yes","Jump Shot","3PT Field Goal",25,"Washington Wizards",-104,237,"Klay Thompson",5
"637","637","637","Golden State Warriors","2/28/17","2016",3,11,22,"shot_no","Jump Shot","3PT Field Goal",23,"Washington Wizards",233,46,"Klay Thompson",25
"638","638","638","Golden State Warriors","2/28/17","2016",2,0,37,"shot_yes","Jump Shot","3PT Field Goal",26,"Washington Wizards",222,149,"Klay Thompson",24
"639","639","639","Golden State Warriors","2/28/17","2016",2,11,45,"shot_no","Jump Shot","3PT Field Goal",25,"Washington Wizards",222,126,"Klay Thompson",13
"640","640","640","Golden State Warriors","2/28/17","2016",1,2,36,"shot_no","Jump Shot","3PT Field Goal",31,"Washington Wizards",-66,311,"Klay Thompson",10
"641","641","641","Golden State Warriors","2/28/17","2016",4,9,15,"shot_no","Jump Shot","3PT Field Goal",25,"Washington Wizards",-68,247,"Klay Thompson",39
"642","642","642","Golden State Warriors","2/28/17","2016",4,9,48,"shot_no","Jump Shot","2PT Field Goal",17,"Washington Wizards",99,149,"Klay Thompson",39
"643","643","643","Golden State Warriors","2/28/17","2016",3,7,58,"shot_no","Jump Shot","3PT Field Goal",23,"Washington Wizards",233,31,"Klay Thompson",29
"644","644","644","Golden State Warriors","2/28/17","2016",2,9,0,"shot_no","Jump Shot","2PT Field Goal",4,"Washington Wizards",42,13,"Klay Thompson",15
"645","645","645","Golden State Warriors","2/28/17","2016",3,8,27,"shot_no","Jump Shot","3PT Field Goal",27,"Washington Wizards",91,264,"Klay Thompson",28
"646","646","646","Golden State Warriors","2/28/17","2016",2,3,41,"shot_no","Jump Shot","2PT Field Goal",15,"Washington Wizards",151,26,"Klay Thompson",21
"647","647","647","Golden State Warriors","2/28/17","2016",2,4,41,"shot_no","Jump Shot","3PT Field Goal",27,"Washington Wizards",202,183,"Klay Thompson",20
"648","648","648","Golden State Warriors","1/29/17","2016",4,10,41,"shot_no","Jump Shot","2PT Field Goal",21,"Portland Trail Blazers",105,185,"Klay Thompson",38
"649","649","649","Golden State Warriors","1/29/17","2016",3,7,8,"shot_no","Jump Shot","2PT Field Goal",19,"Portland Trail Blazers",107,164,"Klay Thompson",29
"650","650","650","Golden State Warriors","1/29/17","2016",1,7,16,"shot_yes","Jump Shot","2PT Field Goal",14,"Portland Trail Blazers",0,141,"Klay Thompson",5
"651","651","651","Golden State Warriors","1/29/17","2016",1,7,45,"shot_yes","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",-97,232,"Klay Thompson",5
"652","652","652","Golden State Warriors","1/29/17","2016",4,0,37,"shot_yes","Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",213,120,"Klay Thompson",48
"653","653","653","Golden State Warriors","1/29/17","2016",2,7,46,"shot_yes","Jump Shot","2PT Field Goal",19,"Portland Trail Blazers",50,188,"Klay Thompson",17
"654","654","654","Golden State Warriors","1/29/17","2016",2,8,41,"shot_no","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",4,252,"Klay Thompson",16
"655","655","655","Golden State Warriors","1/29/17","2016",3,11,44,"shot_yes","Jump Shot","2PT Field Goal",15,"Portland Trail Blazers",115,101,"Klay Thompson",25
"656","656","656","Golden State Warriors","1/29/17","2016",2,11,39,"shot_no","Jump Shot","3PT Field Goal",23,"Portland Trail Blazers",233,11,"Klay Thompson",13
"657","657","657","Golden State Warriors","1/29/17","2016",2,10,26,"shot_no","Jump Shot","2PT Field Goal",21,"Portland Trail Blazers",213,51,"Klay Thompson",14
"658","658","658","Golden State Warriors","1/29/17","2016",1,4,36,"shot_no","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",222,131,"Klay Thompson",8
"659","659","659","Golden State Warriors","3/6/17","2016",3,3,22,"shot_no","Jump Shot","3PT Field Goal",25,"Atlanta Hawks",218,139,"Klay Thompson",33
"660","660","660","Golden State Warriors","3/6/17","2016",4,1,30,"shot_no","Jump Shot","3PT Field Goal",25,"Atlanta Hawks",228,115,"Klay Thompson",47
"661","661","661","Golden State Warriors","3/6/17","2016",3,3,55,"shot_no","Jump Shot","3PT Field Goal",26,"Atlanta Hawks",46,257,"Klay Thompson",33
"662","662","662","Golden State Warriors","3/6/17","2016",3,4,28,"shot_yes","Jump Shot","2PT Field Goal",19,"Atlanta Hawks",179,80,"Klay Thompson",32
"663","663","663","Golden State Warriors","3/6/17","2016",1,8,17,"shot_no","Jump Shot","3PT Field Goal",25,"Atlanta Hawks",-232,115,"Klay Thompson",4
"664","664","664","Golden State Warriors","3/29/17","2016",2,0,3,"shot_no","Jump Shot","3PT Field Goal",23,"San Antonio Spurs",235,8,"Klay Thompson",24
"665","665","665","Golden State Warriors","3/29/17","2016",3,9,25,"shot_no","Jump Shot","3PT Field Goal",23,"San Antonio Spurs",-233,41,"Klay Thompson",27
"666","666","666","Golden State Warriors","3/29/17","2016",2,5,13,"shot_yes","Jump Shot","2PT Field Goal",17,"San Antonio Spurs",87,154,"Klay Thompson",19
"667","667","667","Golden State Warriors","3/29/17","2016",4,1,30,"shot_no","Jump Shot","3PT Field Goal",23,"San Antonio Spurs",-235,-11,"Klay Thompson",47
"668","668","668","Golden State Warriors","3/29/17","2016",3,10,40,"shot_yes","Jump Shot","3PT Field Goal",24,"San Antonio Spurs",200,149,"Klay Thompson",26
"669","669","669","Golden State Warriors","3/29/17","2016",2,10,37,"shot_yes","Jump Shot","2PT Field Goal",19,"San Antonio Spurs",179,85,"Klay Thompson",14
"670","670","670","Golden State Warriors","3/29/17","2016",2,6,20,"shot_yes","Jump Shot","3PT Field Goal",24,"San Antonio Spurs",238,31,"Klay Thompson",18
"671","671","671","Golden State Warriors","3/29/17","2016",1,6,50,"shot_no","Jump Shot","3PT Field Goal",24,"San Antonio Spurs",-209,129,"Klay Thompson",6
"672","672","672","Golden State Warriors","3/29/17","2016",4,7,53,"shot_yes","Jump Shot","3PT Field Goal",24,"San Antonio Spurs",166,183,"Klay Thompson",41
"673","673","673","Golden State Warriors","3/29/17","2016",1,10,46,"shot_no","Jump Shot","3PT Field Goal",26,"San Antonio Spurs",-2,264,"Klay Thompson",2
"674","674","674","Golden State Warriors","3/29/17","2016",2,1,10,"shot_yes","Jump Shot","3PT Field Goal",29,"San Antonio Spurs",212,200,"Klay Thompson",23
"675","675","675","Golden State Warriors","2/4/17","2016",3,9,57,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",227,106,"Klay Thompson",27
"676","676","676","Golden State Warriors","2/4/17","2016",1,3,5,"shot_no","Jump Shot","2PT Field Goal",15,"Sacramento Kings",-34,156,"Klay Thompson",9
"677","677","677","Golden State Warriors","2/4/17","2016",4,11,46,"shot_no","Jump Shot","2PT Field Goal",22,"Sacramento Kings",-137,178,"Klay Thompson",37
"678","678","678","Golden State Warriors","2/4/17","2016",1,10,20,"shot_no","Jump Shot","2PT Field Goal",13,"Sacramento Kings",119,61,"Klay Thompson",2
"679","679","679","Golden State Warriors","2/4/17","2016",1,5,25,"shot_yes","Jump Shot","3PT Field Goal",23,"Sacramento Kings",-232,33,"Klay Thompson",7
"680","680","680","Golden State Warriors","2/4/17","2016",2,10,15,"shot_yes","Jump Shot","2PT Field Goal",19,"Sacramento Kings",78,174,"Klay Thompson",14
"681","681","681","Golden State Warriors","2/4/17","2016",1,4,57,"shot_no","Jump Shot","2PT Field Goal",4,"Sacramento Kings",-37,18,"Klay Thompson",8
"682","682","682","Golden State Warriors","2/4/17","2016",3,2,50,"shot_yes","Jump Shot","3PT Field Goal",24,"Sacramento Kings",218,111,"Klay Thompson",34
"683","683","683","Golden State Warriors","2/4/17","2016",3,6,18,"shot_yes","Jump Shot","3PT Field Goal",23,"Sacramento Kings",-232,16,"Klay Thompson",30
"684","684","684","Golden State Warriors","2/4/17","2016",2,2,5,"shot_yes","Jump Shot","3PT Field Goal",22,"Sacramento Kings",-228,7,"Klay Thompson",22
"685","685","685","Golden State Warriors","2/4/17","2016",4,0,0,"shot_no","Jump Shot","2PT Field Goal",20,"Sacramento Kings",-169,111,"Klay Thompson",48
"686","686","686","Golden State Warriors","2/4/17","2016",2,7,20,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",63,247,"Klay Thompson",17
"687","687","687","Golden State Warriors","2/4/17","2016",2,8,25,"shot_no","Jump Shot","2PT Field Goal",10,"Sacramento Kings",17,106,"Klay Thompson",16
"688","688","688","Golden State Warriors","2/4/17","2016",4,3,4,"shot_no","Jump Shot","2PT Field Goal",18,"Sacramento Kings",46,180,"Klay Thompson",45
"689","689","689","Golden State Warriors","2/4/17","2016",1,6,55,"shot_no","Jump Shot","3PT Field Goal",23,"Sacramento Kings",-233,16,"Klay Thompson",6
"690","690","690","Golden State Warriors","2/4/17","2016",3,10,55,"shot_no","Jump Shot","3PT Field Goal",23,"Sacramento Kings",238,16,"Klay Thompson",26
"691","691","691","Golden State Warriors","2/4/17","2016",3,1,27,"shot_no","Jump Shot","3PT Field Goal",23,"Sacramento Kings",236,-1,"Klay Thompson",35
"692","692","692","Golden State Warriors","2/15/17","2016",2,1,20,"shot_no","Jump Shot","2PT Field Goal",18,"Sacramento Kings",123,144,"Klay Thompson",23
"693","693","693","Golden State Warriors","2/15/17","2016",4,9,18,"shot_yes","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-16,257,"Klay Thompson",39
"694","694","694","Golden State Warriors","2/15/17","2016",3,11,43,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-228,105,"Klay Thompson",25
"695","695","695","Golden State Warriors","2/15/17","2016",1,8,58,"shot_yes","Jump Shot","2PT Field Goal",18,"Sacramento Kings",12,188,"Klay Thompson",4
"696","696","696","Golden State Warriors","2/15/17","2016",2,11,22,"shot_yes","Jump Shot","3PT Field Goal",25,"Sacramento Kings",227,111,"Klay Thompson",13
"697","697","697","Golden State Warriors","2/15/17","2016",2,6,48,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-115,232,"Klay Thompson",18
"698","698","698","Golden State Warriors","2/15/17","2016",2,9,32,"shot_no","Jump Shot","3PT Field Goal",24,"Sacramento Kings",87,232,"Klay Thompson",15
"699","699","699","Golden State Warriors","2/15/17","2016",3,8,24,"shot_yes","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-204,149,"Klay Thompson",28
"700","700","700","Golden State Warriors","2/15/17","2016",2,1,56,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-106,228,"Klay Thompson",23
"701","701","701","Golden State Warriors","2/15/17","2016",3,5,6,"shot_yes","Jump Shot","3PT Field Goal",30,"Sacramento Kings",-147,264,"Klay Thompson",31
"702","702","702","Golden State Warriors","2/10/17","2016",4,7,16,"shot_no","Jump Shot","3PT Field Goal",24,"Memphis Grizzlies",112,223,"Klay Thompson",41
"703","703","703","Golden State Warriors","2/10/17","2016",3,3,53,"shot_yes","Jump Shot","3PT Field Goal",27,"Memphis Grizzlies",181,213,"Klay Thompson",33
"704","704","704","Golden State Warriors","2/10/17","2016",1,11,40,"shot_no","Jump Shot","3PT Field Goal",22,"Memphis Grizzlies",227,-6,"Klay Thompson",1
"705","705","705","Golden State Warriors","2/10/17","2016",1,9,55,"shot_no","Jump Shot","3PT Field Goal",24,"Memphis Grizzlies",-130,213,"Klay Thompson",3
"706","706","706","Golden State Warriors","2/10/17","2016",1,10,20,"shot_yes","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",192,164,"Klay Thompson",2
"707","707","707","Golden State Warriors","2/10/17","2016",3,4,18,"shot_yes","Jump Shot","2PT Field Goal",10,"Memphis Grizzlies",35,100,"Klay Thompson",32
"708","708","708","Golden State Warriors","2/10/17","2016",4,7,50,"shot_yes","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",173,190,"Klay Thompson",41
"709","709","709","Golden State Warriors","2/10/17","2016",2,11,31,"shot_no","Jump Shot","3PT Field Goal",23,"Memphis Grizzlies",236,26,"Klay Thompson",13
"710","710","710","Golden State Warriors","2/10/17","2016",1,10,42,"shot_yes","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",146,210,"Klay Thompson",2
"711","711","711","Golden State Warriors","2/10/17","2016",4,3,6,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",-63,247,"Klay Thompson",45
"712","712","712","Golden State Warriors","2/10/17","2016",2,7,3,"shot_yes","Jump Shot","2PT Field Goal",20,"Memphis Grizzlies",204,36,"Klay Thompson",17
"713","713","713","Golden State Warriors","2/10/17","2016",4,9,8,"shot_no","Jump Shot","2PT Field Goal",21,"Memphis Grizzlies",127,178,"Klay Thompson",39
"714","714","714","Golden State Warriors","2/10/17","2016",4,11,8,"shot_yes","Jump Shot","3PT Field Goal",27,"Memphis Grizzlies",110,247,"Klay Thompson",37
"715","715","715","Golden State Warriors","2/10/17","2016",2,8,52,"shot_no","Jump Shot","2PT Field Goal",20,"Memphis Grizzlies",123,170,"Klay Thompson",16
"716","716","716","Golden State Warriors","2/10/17","2016",3,8,18,"shot_no","Jump Shot","3PT Field Goal",23,"Memphis Grizzlies",233,-11,"Klay Thompson",28
"717","717","717","Golden State Warriors","3/18/17","2016",2,7,17,"shot_yes","Jump Shot","2PT Field Goal",14,"Milwaukee Bucks",132,62,"Klay Thompson",17
"718","718","718","Golden State Warriors","3/18/17","2016",4,8,42,"shot_no","Jump Shot","2PT Field Goal",16,"Milwaukee Bucks",-119,120,"Klay Thompson",40
"719","719","719","Golden State Warriors","3/18/17","2016",2,8,5,"shot_no","Jump Shot","3PT Field Goal",24,"Milwaukee Bucks",91,232,"Klay Thompson",16
"720","720","720","Golden State Warriors","3/18/17","2016",3,7,7,"shot_no","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",191,164,"Klay Thompson",29
"721","721","721","Golden State Warriors","3/24/17","2016",4,9,32,"shot_no","Jump Shot","2PT Field Goal",13,"Sacramento Kings",-47,124,"Klay Thompson",39
"722","722","722","Golden State Warriors","3/24/17","2016",3,8,47,"shot_no","Jump Shot","2PT Field Goal",22,"Sacramento Kings",197,115,"Klay Thompson",28
"723","723","723","Golden State Warriors","3/24/17","2016",3,11,43,"shot_no","Jump Shot","2PT Field Goal",19,"Sacramento Kings",89,178,"Klay Thompson",25
"724","724","724","Golden State Warriors","3/24/17","2016",1,5,9,"shot_no","Jump Shot","3PT Field Goal",27,"Sacramento Kings",-7,277,"Klay Thompson",7
"725","725","725","Golden State Warriors","3/24/17","2016",2,1,19,"shot_no","Jump Shot","3PT Field Goal",26,"Sacramento Kings",194,178,"Klay Thompson",23
"726","726","726","Golden State Warriors","3/24/17","2016",3,6,53,"shot_no","Jump Shot","3PT Field Goal",24,"Sacramento Kings",177,175,"Klay Thompson",30
"727","727","727","Golden State Warriors","3/24/17","2016",2,8,7,"shot_no","Jump Shot","3PT Field Goal",24,"Sacramento Kings",-149,199,"Klay Thompson",16
"728","728","728","Golden State Warriors","3/24/17","2016",4,11,15,"shot_no","Jump Shot","2PT Field Goal",13,"Sacramento Kings",-61,115,"Klay Thompson",37
"729","729","729","Golden State Warriors","3/24/17","2016",3,8,1,"shot_no","Jump Shot","2PT Field Goal",4,"Sacramento Kings",-14,38,"Klay Thompson",28
"730","730","730","Golden State Warriors","3/24/17","2016",2,11,4,"shot_no","Jump Shot","2PT Field Goal",17,"Sacramento Kings",102,146,"Klay Thompson",13
"731","731","731","Golden State Warriors","3/31/17","2016",4,10,16,"shot_yes","Jump Shot","3PT Field Goal",23,"Houston Rockets",-232,56,"Klay Thompson",38
"732","732","732","Golden State Warriors","3/31/17","2016",4,8,47,"shot_no","Jump Shot","3PT Field Goal",30,"Houston Rockets",-74,296,"Klay Thompson",40
"733","733","733","Golden State Warriors","3/31/17","2016",1,0,4,"shot_no","Jump Shot","3PT Field Goal",25,"Houston Rockets",145,208,"Klay Thompson",12
"734","734","734","Golden State Warriors","3/31/17","2016",1,6,43,"shot_no","Jump Shot","3PT Field Goal",26,"Houston Rockets",81,257,"Klay Thompson",6
"735","735","735","Golden State Warriors","3/31/17","2016",2,6,0,"shot_no","Jump Shot","2PT Field Goal",11,"Houston Rockets",97,70,"Klay Thompson",18
"736","736","736","Golden State Warriors","3/31/17","2016",1,9,11,"shot_no","Jump Shot","3PT Field Goal",24,"Houston Rockets",-240,-11,"Klay Thompson",3
"737","737","737","Golden State Warriors","3/31/17","2016",2,10,55,"shot_no","Jump Shot","2PT Field Goal",18,"Houston Rockets",110,154,"Klay Thompson",14
"738","738","738","Golden State Warriors","3/31/17","2016",3,9,59,"shot_yes","Jump Shot","3PT Field Goal",25,"Houston Rockets",141,210,"Klay Thompson",27
"739","739","739","Golden State Warriors","12/17/16","2016",1,3,53,"shot_no","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",94,247,"Klay Thompson",9
"740","740","740","Golden State Warriors","12/17/16","2016",3,8,13,"shot_yes","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",215,129,"Klay Thompson",28
"741","741","741","Golden State Warriors","11/19/16","2016",1,0,6,"shot_no","Jump Shot","2PT Field Goal",16,"Milwaukee Bucks",-168,0,"Klay Thompson",12
"742","742","742","Golden State Warriors","11/19/16","2016",3,10,25,"shot_no","Jump Shot","3PT Field Goal",29,"Milwaukee Bucks",-207,210,"Klay Thompson",26
"743","743","743","Golden State Warriors","11/19/16","2016",3,0,17,"shot_yes","Jump Shot","2PT Field Goal",12,"Milwaukee Bucks",120,-15,"Klay Thompson",36
"744","744","744","Golden State Warriors","11/19/16","2016",1,9,52,"shot_no","Jump Shot","2PT Field Goal",13,"Milwaukee Bucks",133,-26,"Klay Thompson",3
"745","745","745","Golden State Warriors","11/19/16","2016",3,5,10,"shot_yes","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",-230,115,"Klay Thompson",31
"746","746","746","Golden State Warriors","11/19/16","2016",2,2,58,"shot_no","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",220,131,"Klay Thompson",22
"747","747","747","Golden State Warriors","11/19/16","2016",3,9,47,"shot_yes","Jump Shot","3PT Field Goal",26,"Milwaukee Bucks",130,234,"Klay Thompson",27
"748","748","748","Golden State Warriors","11/19/16","2016",4,8,10,"shot_yes","Jump Shot","3PT Field Goal",24,"Milwaukee Bucks",207,139,"Klay Thompson",40
"749","749","749","Golden State Warriors","11/19/16","2016",1,0,2,"shot_no","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",197,154,"Klay Thompson",12
"750","750","750","Golden State Warriors","11/19/16","2016",2,9,58,"shot_no","Jump Shot","2PT Field Goal",20,"Milwaukee Bucks",-135,149,"Klay Thompson",15
"751","751","751","Golden State Warriors","11/19/16","2016",3,6,18,"shot_no","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",101,237,"Klay Thompson",30
"752","752","752","Golden State Warriors","11/19/16","2016",1,9,7,"shot_no","Jump Shot","3PT Field Goal",24,"Milwaukee Bucks",245,-1,"Klay Thompson",3
"753","753","753","Golden State Warriors","11/19/16","2016",3,7,11,"shot_yes","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",133,223,"Klay Thompson",29
"754","754","754","Golden State Warriors","11/19/16","2016",3,11,24,"shot_yes","Jump Shot","3PT Field Goal",26,"Milwaukee Bucks",96,242,"Klay Thompson",25
"755","755","755","Golden State Warriors","1/16/17","2016",4,8,42,"shot_no","Jump Shot","2PT Field Goal",14,"Cleveland Cavaliers",9,149,"Klay Thompson",40
"756","756","756","Golden State Warriors","1/16/17","2016",4,6,39,"shot_yes","Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",112,234,"Klay Thompson",42
"757","757","757","Golden State Warriors","1/16/17","2016",1,9,20,"shot_no","Jump Shot","3PT Field Goal",26,"Cleveland Cavaliers",-191,183,"Klay Thompson",3
"758","758","758","Golden State Warriors","1/16/17","2016",2,3,31,"shot_yes","Jump Shot","3PT Field Goal",22,"Cleveland Cavaliers",-227,36,"Klay Thompson",21
"759","759","759","Golden State Warriors","1/16/17","2016",1,7,20,"shot_no","Jump Shot","2PT Field Goal",10,"Cleveland Cavaliers",69,82,"Klay Thompson",5
"760","760","760","Golden State Warriors","1/16/17","2016",1,6,28,"shot_yes","Jump Shot","2PT Field Goal",17,"Cleveland Cavaliers",128,126,"Klay Thompson",6
"761","761","761","Golden State Warriors","1/16/17","2016",3,11,8,"shot_yes","Jump Shot","3PT Field Goal",22,"Cleveland Cavaliers",227,11,"Klay Thompson",25
"762","762","762","Golden State Warriors","1/16/17","2016",3,10,4,"shot_no","Jump Shot","3PT Field Goal",24,"Cleveland Cavaliers",-237,56,"Klay Thompson",26
"763","763","763","Golden State Warriors","1/25/17","2016",2,6,5,"shot_no","Jump Shot","2PT Field Goal",14,"Charlotte Hornets",-99,111,"Klay Thompson",18
"764","764","764","Golden State Warriors","1/6/17","2016",3,6,2,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",220,129,"Klay Thompson",30
"765","765","765","Golden State Warriors","1/6/17","2016",1,8,6,"shot_no","Jump Shot","2PT Field Goal",5,"Memphis Grizzlies",1,51,"Klay Thompson",4
"766","766","766","Golden State Warriors","1/6/17","2016",1,8,2,"shot_yes","Jump Shot","2PT Field Goal",3,"Memphis Grizzlies",-19,31,"Klay Thompson",4
"767","767","767","Golden State Warriors","1/6/17","2016",1,11,15,"shot_no","Jump Shot","2PT Field Goal",3,"Memphis Grizzlies",27,28,"Klay Thompson",1
"768","768","768","Golden State Warriors","1/25/17","2016",4,9,1,"shot_no","Jump Shot","3PT Field Goal",24,"Charlotte Hornets",63,232,"Klay Thompson",39
"769","769","769","Golden State Warriors","1/25/17","2016",1,11,41,"shot_no","Jump Shot","3PT Field Goal",24,"Charlotte Hornets",164,183,"Klay Thompson",1
"770","770","770","Golden State Warriors","1/25/17","2016",3,5,49,"shot_yes","Jump Shot","3PT Field Goal",25,"Charlotte Hornets",-205,146,"Klay Thompson",31
"771","771","771","Golden State Warriors","1/25/17","2016",2,7,20,"shot_no","Jump Shot","2PT Field Goal",19,"Charlotte Hornets",-138,141,"Klay Thompson",17
"772","772","772","Golden State Warriors","1/25/17","2016",2,8,50,"shot_no","Jump Shot","3PT Field Goal",24,"Charlotte Hornets",87,229,"Klay Thompson",16
"773","773","773","Golden State Warriors","1/25/17","2016",3,10,37,"shot_no","Jump Shot","3PT Field Goal",25,"Charlotte Hornets",-173,183,"Klay Thompson",26
"774","774","774","Golden State Warriors","1/25/17","2016",2,8,37,"shot_yes","Jump Shot","3PT Field Goal",23,"Charlotte Hornets",238,3,"Klay Thompson",16
"775","775","775","Golden State Warriors","1/25/17","2016",1,9,16,"shot_no","Jump Shot","2PT Field Goal",19,"Charlotte Hornets",-70,183,"Klay Thompson",3
"776","776","776","Golden State Warriors","1/25/17","2016",2,6,59,"shot_no","Jump Shot","3PT Field Goal",22,"Charlotte Hornets",227,26,"Klay Thompson",18
"777","777","777","Golden State Warriors","3/14/17","2016",2,6,24,"shot_no","Jump Shot","2PT Field Goal",15,"Philadelphia 76ers",-30,151,"Klay Thompson",18
"778","778","778","Golden State Warriors","3/14/17","2016",3,6,10,"shot_no","Jump Shot","2PT Field Goal",7,"Philadelphia 76ers",20,70,"Klay Thompson",30
"779","779","779","Golden State Warriors","3/14/17","2016",2,7,14,"shot_yes","Jump Shot","2PT Field Goal",12,"Philadelphia 76ers",87,85,"Klay Thompson",17
"780","780","780","Golden State Warriors","3/14/17","2016",2,0,6,"shot_no","Jump Shot","2PT Field Goal",16,"Philadelphia 76ers",107,124,"Klay Thompson",24
"781","781","781","Golden State Warriors","3/14/17","2016",3,2,5,"shot_no","Jump Shot","2PT Field Goal",18,"Philadelphia 76ers",153,101,"Klay Thompson",34
"782","782","782","Golden State Warriors","3/14/17","2016",2,1,30,"shot_no","Jump Shot","2PT Field Goal",13,"Philadelphia 76ers",-127,36,"Klay Thompson",23
"783","783","783","Golden State Warriors","3/14/17","2016",1,6,13,"shot_yes","Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",210,129,"Klay Thompson",6
"784","784","784","Golden State Warriors","3/14/17","2016",3,5,5,"shot_no","Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",195,169,"Klay Thompson",31
"785","785","785","Golden State Warriors","3/14/17","2016",1,11,8,"shot_no","Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",238,57,"Klay Thompson",1
